Start Date,Start Time,Date,Time,Miles,Purpose,Income source,From,To,Notes,Original_File
5/31/24,6:11:31 PM,5/31/24,6:12:58 PM,1,p,,"3929 88th St NE, Marysville, WA 98270, USA","9330 State Ave, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_05_31_2024_12_00am_PDT-06_01_2024_12_00am_PDT.csv
5/31/24,7:07:10 PM,5/31/24,7:07:29 PM,0.01,p,,"9317 State Ave, Marysville, WA 98270, USA","9317 State Ave, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_05_31_2024_12_00am_PDT-06_01_2024_12_00am_PDT.csv
5/31/24,8:25:12 PM,5/31/24,8:32:58 PM,3,p,,"9317 State Ave, Marysville, WA 98270, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_05_31_2024_12_00am_PDT-06_01_2024_12_00am_PDT.csv
6/1/24,11:05:06 AM,6/1/24,11:12:28 AM,3,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","4311 88th St NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,11:17:28 AM,6/1/24,11:35:08 AM,15,p,,"3803 88th St NE, Marysville, WA 98270, USA","2208 W Casino Rd, Everett, WA 98204, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,1:37:45 PM,6/1/24,2:07:26 PM,15.01,p,,"2208 W Casino Rd, Everett, WA 98204, USA","8833 35th Ave NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,3:06:49 PM,6/1/24,3:09:48 PM,1,p,,"8833 35th Ave NE, Marysville, WA 98270, USA","3803 88th St NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,3:11:48 PM,6/1/24,3:12:48 PM,0,p,,"3922 88th St NE, Marysville, WA 98270, USA","3929 88th St NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,3:14:48 PM,6/1/24,3:17:12 PM,1,p,,"3919 88th St NE, Marysville, WA 98270, USA","9720 State Ave, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,3:21:00 PM,6/1/24,3:21:59 PM,0,p,,"9720 State Ave, Marysville, WA 98270, USA","9720 State Ave, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,3:27:21 PM,6/1/24,3:35:41 PM,2,p,,"9720 State Ave, Marysville, WA 98270, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/1/24,10:13:35 PM,6/1/24,10:46:18 PM,24.09,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_01_2024_12_00am_PDT-06_02_2024_12_00am_PDT.csv
6/2/24,9:07:45 AM,6/2/24,9:21:51 AM,5,p,,"20019 6 W, Lynnwood, WA 98036, USA","4326 148th St SE, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,11:08:18 AM,6/2/24,11:22:51 AM,8.01,p,,"4326 148th St SE, Bothell, WA 98012, USA","9900 Airport Way, Snohomish, WA 98296, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,1:10:45 PM,6/2/24,1:37:45 PM,12,p,,"9900 Airport Way, Snohomish, WA 98296, USA","22110 17th Ave SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,1:54:22 PM,6/2/24,1:54:36 PM,0,p,,"22020 17th Ave SE, Bothell, WA 98021, USA","22020 17th Ave SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,1:57:25 PM,6/2/24,2:09:27 PM,3,p,,"22010 17th Ave SE, Bothell, WA 98021, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,5:27:42 PM,6/2/24,5:46:20 PM,8,p,,"20019 6 W, Lynnwood, WA 98036, USA","13710 59th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,5:52:08 PM,6/2/24,5:57:18 PM,1.04,p,,"13710 59th Ave SE, Everett, WA 98208, USA","14731 44 SE, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/2/24,9:58:14 PM,6/2/24,10:13:10 PM,6.1,p,,"14730 45th Ave SE, Bothell, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_02_2024_12_00am_PDT-06_03_2024_12_00am_PDT.csv
6/3/24,12:24:21 PM,6/3/24,12:36:56 PM,5.01,p,,"20012 6th Pl W, Lynnwood, WA 98036, USA","20202 44th Ave W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,5:45:50 PM,6/3/24,5:54:14 PM,2,b,,"20104 48th Ave W, Lynnwood, WA 98036, USA","18199 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,5:56:38 PM,6/3/24,5:57:34 PM,0,b,,"18199 33rd Ave W, Lynnwood, WA 98037, USA","3101 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,6:19:08 PM,6/3/24,6:39:49 PM,4,b,,"3101 184th St SW, Lynnwood, WA 98037, USA","3625 148th St SW, Lynnwood, WA 98087, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,6:43:03 PM,6/3/24,7:53:03 PM,24,b,,"3625 148th St SW, Lynnwood, WA 98087, USA","7607 Ridgewood Dr, Everett, WA 98203, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,7:57:36 PM,6/3/24,8:12:03 PM,6,b,,"7701 Timber Hill Dr, Everett, WA 98203, USA","1602 Hewitt Ave, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,8:14:03 PM,6/3/24,8:17:03 PM,1,b,,"1620 Hewitt Ave, Everett, WA 98201, USA","3413 Grand Ave, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,8:23:30 PM,6/3/24,8:27:55 PM,1,b,,"3420 Grand Ave, Everett, WA 98201, USA","4730 Colby Ave, Everett, WA 98203, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/3/24,8:33:52 PM,6/3/24,8:54:33 PM,13.1,b,,"4730 Colby Ave, Everett, WA 98203, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_03_2024_12_00am_PDT-06_04_2024_12_00am_PDT.csv
6/4/24,3:53:54 PM,6/4/24,4:47:52 PM,13.04,b,,"20012 6 W, Lynnwood, WA 98036, USA","I-5, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_06_04_2024_12_00am_PDT-06_05_2024_12_00am_PDT.csv
6/4/24,4:49:52 PM,6/4/24,6:16:24 PM,27.01,b,,"I-5, Mountlake Terrace, WA 98043, USA","16232 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_04_2024_12_00am_PDT-06_05_2024_12_00am_PDT.csv
6/4/24,6:24:01 PM,6/4/24,6:26:48 PM,1,b,,"16304 Bothell Everett Hwy, Mill Creek, WA 98012, USA","200 164th St SW, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_04_2024_12_00am_PDT-06_05_2024_12_00am_PDT.csv
6/4/24,6:28:54 PM,6/4/24,6:34:44 PM,3.1,b,,"16324 1 W, Bothell, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_04_2024_12_00am_PDT-06_05_2024_12_00am_PDT.csv
6/5/24,9:50:37 AM,6/5/24,10:14:28 AM,20,p,,"20019 6 W, Lynnwood, WA 98036, USA","605 91st Ave NE, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,10:19:24 AM,6/5/24,10:22:44 AM,1.01,p,,"605 91st Ave NE, Lake Stevens, WA 98258, USA","8830 8th St SE, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,11:36:16 AM,6/5/24,12:07:12 PM,19.08,p,,"8830 8th St SE, Lake Stevens, WA 98258, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,12:16:28 PM,6/5/24,1:04:47 PM,18,b,,"20019 6 W, Lynnwood, WA 98036, USA","810 Virginia St, Seattle, WA 98101, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,1:06:47 PM,6/5/24,2:14:07 PM,35,b,,"808 Howell St, Seattle, WA 98101, USA","9596 1st Ave NE, Seattle, WA 98115, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,2:16:07 PM,6/5/24,2:16:07 PM,0,b,,"10600 1st Ave NE, Seattle, WA 98125, USA","10600 1st Ave NE, Seattle, WA 98125, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,2:17:11 PM,6/5/24,3:27:40 PM,30,b,,"I-5, Seattle, WA 98125, USA","5903 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,3:30:18 PM,6/5/24,3:53:28 PM,1.55,b,,"19612 Highway 99, Lynnwood, WA 98036, USA",Unknown,2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,3:55:28 PM,6/5/24,4:09:28 PM,0,b,,"321 Main St, Edmonds, WA 98020, USA","22000 Highway 99, Edmonds, WA 98026, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,4:11:28 PM,6/5/24,4:12:28 PM,0,b,,"6920 220th St SW, Mountlake Terrace, WA 98043, USA","22001 66th Ave W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,4:18:28 PM,6/5/24,5:05:37 PM,0,b,,"I-5, Mountlake Terrace, WA 98043, USA","I-405, Kirkland, WA 98033, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/5/24,5:07:37 PM,6/5/24,5:44:55 PM,0.06,b,,"I-405, Kirkland, WA 98033, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_05_2024_12_00am_PDT-06_06_2024_12_00am_PDT.csv
6/6/24,1:03:06 PM,6/6/24,1:03:58 PM,0,p,,"20019 6th Pl W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_06_2024_12_00am_PDT-06_07_2024_12_00am_PDT.csv
6/6/24,1:19:05 PM,6/6/24,1:29:42 PM,4,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","2915 184th St SW, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_06_06_2024_12_00am_PDT-06_07_2024_12_00am_PDT.csv
6/6/24,2:07:01 PM,6/6/24,2:09:01 PM,0,p,,"2915 184th St SW, Lynnwood, WA 98037, USA","18505 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_06_06_2024_12_00am_PDT-06_07_2024_12_00am_PDT.csv
6/6/24,2:11:01 PM,6/6/24,2:14:16 PM,0,p,,"I-5, Lynnwood, WA 98036, USA","3100 196th St SW, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_06_2024_12_00am_PDT-06_07_2024_12_00am_PDT.csv
6/6/24,2:49:30 PM,6/6/24,3:09:29 PM,13,p,,"3100 196th St SW, Lynnwood, WA 98036, USA","6210 234th St SE, Woodinville, WA 98072, USA",2013 Toyota Prius (New),business_personal_trip_log_06_06_2024_12_00am_PDT-06_07_2024_12_00am_PDT.csv
6/6/24,3:22:26 PM,6/6/24,3:40:41 PM,7,p,,"6210 234th St SE, Woodinville, WA 98072, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_06_2024_12_00am_PDT-06_07_2024_12_00am_PDT.csv
6/7/24,11:35:46 AM,6/7/24,12:09:12 PM,22.05,p,,"20019 6 W, Lynnwood, WA 98036, USA","10622 60th St NE, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_06_07_2024_12_00am_PDT-06_08_2024_12_00am_PDT.csv
6/7/24,5:48:26 PM,6/7/24,6:13:17 PM,11,p,,"10622 60th St NE, Lake Stevens, WA 98258, USA","1200 Craftsman Way, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_06_07_2024_12_00am_PDT-06_08_2024_12_00am_PDT.csv
6/7/24,9:16:24 PM,6/7/24,9:36:07 PM,11,p,,"1200 Craftsman Way, Everett, WA 98201, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_07_2024_12_00am_PDT-06_08_2024_12_00am_PDT.csv
6/8/24,8:21:17 AM,6/8/24,8:30:36 AM,4.19,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","1223 Short St, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,8:37:54 AM,6/8/24,8:47:59 AM,5,p,,"1319 Beach Ave, Marysville, WA 98270, USA","2832 116th St NE, Tulalip, WA 98271, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,8:51:44 AM,6/8/24,9:00:58 AM,6.02,p,,"2832 116th St NE, Tulalip, WA 98271, USA","19205 Smokey Point Blvd, Arlington, WA 98223, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,9:24:01 AM,6/8/24,9:35:39 AM,5.04,p,,"19205 Smokey Point Blvd, Arlington, WA 98223, USA","5528 133rd Pl NE, Marysville, WA 98271, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,9:54:20 AM,6/8/24,10:03:02 AM,2.08,p,,"5518 133rd Pl NE, Marysville, WA 98271, USA",Unknown,2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,10:05:55 AM,6/8/24,10:27:12 AM,8.01,p,,"13628 57th Ave NE, Marysville, WA 98271, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,10:38:41 AM,6/8/24,10:56:13 AM,11.01,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","13420 16th St NE, Lake Stevens, WA 98258, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,12:02:36 PM,6/8/24,12:22:27 PM,11,p,,"13420 16th St NE, Lake Stevens, WA 98258, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,12:47:05 PM,6/8/24,1:08:19 PM,8.08,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","302 E 1st St, Arlington, WA 98223, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,3:02:11 PM,6/8/24,3:23:07 PM,12,p,,"103 N Dunham Ave, Arlington, WA 98223, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,5:08:12 PM,6/8/24,5:16:41 PM,3.01,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","9414 State Ave, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,6:04:05 PM,6/8/24,6:10:47 PM,3,p,,"9330 State Ave, Marysville, WA 98270, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
6/8/24,9:56:04 PM,6/8/24,10:30:25 PM,24,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","20012 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-06_09_2024_12_00am_PDT.csv
7/8/24,9:09:48 AM,7/8/24,9:25:20 AM,7,p,,"20019 6 W, Lynnwood, WA 98036, USA","21204 61st Pl W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,9:27:25 AM,7/8/24,9:29:15 AM,0,p,,"6202 213th Pl SW, Mountlake Terrace, WA 98043, USA","6202 213th Pl SW, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,9:32:37 AM,7/8/24,9:33:27 AM,0.01,p,,"6202 213th Pl SW, Mountlake Terrace, WA 98043, USA","21204 61st Pl W, Mountlake Terrace, WA 98043, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,9:40:13 AM,7/8/24,9:52:24 AM,4.01,p,,"21204 61st Pl W, Mountlake Terrace, WA 98043, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,9:55:54 AM,7/8/24,9:56:53 AM,0,p,,"18133 33rd Ave W, Lynnwood, WA 98037, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,10:00:00 AM,7/8/24,10:08:08 AM,3.06,p,,"18133 33rd Ave W, Lynnwood, WA 98037, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,10:20:58 AM,7/8/24,10:48:04 AM,11,p,,"20019 6 W, Lynnwood, WA 98036, USA","I-5, Seattle, WA 98125, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,10:50:04 AM,7/8/24,11:43:06 AM,44.06,p,,"I-5, Seattle, WA 98125, USA","3325 Mountain View Ave W, Tacoma, WA 98466, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
7/8/24,9:07:26 PM,7/8/24,10:10:25 PM,58.01,p,,"7816 31st St W, University Place, WA 98466, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_08_2024_12_00am_PDT-07_09_2024_12_00am_PDT.csv
6/9/24,9:11:42 AM,6/9/24,9:25:04 AM,6,p,,"20019 6 W, Lynnwood, WA 98036, USA","4326 148th St SE, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,11:10:12 AM,6/9/24,11:12:39 AM,1,p,,"4326 148th St SE, Bothell, WA 98012, USA","3504 Seattle Hl, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,11:15:39 AM,6/9/24,11:21:34 AM,2.02,p,,"3226 151st Pl SE, Mill Creek, WA 98012, USA","16304 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,11:26:27 AM,6/9/24,11:31:44 AM,1.02,p,,"16320 Bothell-Everett Hwy, Bothell, WA 98012, USA","224 174th St SW, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,11:45:03 AM,6/9/24,11:47:44 AM,0.01,p,,"226 174th St SW, Bothell, WA 98012, USA","224 174th St SW, Bothell, WA 98012, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,11:53:43 AM,6/9/24,11:59:28 AM,2,p,,"224 174th St SW, Bothell, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,1:41:49 PM,6/9/24,1:54:26 PM,5,p,,"20019 6 W, Lynnwood, WA 98036, USA","3629 208th St SE, Bothell, WA 98021, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,4:15:59 PM,6/9/24,4:46:42 PM,20,p,,"20916 37 SE, Bothell, WA 98021, USA","3701 Rockefeller Ave, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,6:10:11 PM,6/9/24,6:10:54 PM,0.01,p,,"3630 Lombard Ave, Everett, WA 98201, USA","1832 38th St, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/9/24,7:01:40 PM,6/9/24,7:36:32 PM,18.1,p,,"3721 Oakes Ave, Everett, WA 98201, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_09_2024_12_00am_PDT-06_10_2024_12_00am_PDT.csv
6/10/24,10:09:28 AM,6/10/24,11:19:51 AM,56,p,,"20019 6 W, Lynnwood, WA 98036, USA","3511 5th St SE, Puyallup, WA 98374, USA",2013 Toyota Prius (New),business_personal_trip_log_06_10_2024_12_00am_PDT-06_11_2024_12_00am_PDT.csv
6/10/24,11:36:27 AM,6/10/24,11:43:28 AM,3.01,p,,"3511 5th St SE, Puyallup, WA 98374, USA","12606 132nd Ave Ct E, Puyallup, WA 98374, USA",2013 Toyota Prius (New),business_personal_trip_log_06_10_2024_12_00am_PDT-06_11_2024_12_00am_PDT.csv
6/10/24,4:43:24 PM,6/10/24,4:52:03 PM,3.01,p,,"12606 132nd Ave Ct E, Puyallup, WA 98374, USA","3008 38th St SE, Puyallup, WA 98374, USA",2013 Toyota Prius (New),business_personal_trip_log_06_10_2024_12_00am_PDT-06_11_2024_12_00am_PDT.csv
6/10/24,10:17:29 PM,6/10/24,11:11:52 PM,50,p,,"3008 38th St SE, Puyallup, WA 98374, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_10_2024_12_00am_PDT-06_11_2024_12_00am_PDT.csv
6/11/24,11:59:44 AM,6/11/24,12:32:14 PM,18.02,p,,"20019 6 W, Lynnwood, WA 98036, USA","144 W Marine View Dr, Everett, WA 98201, USA",2013 Toyota Prius (New),business_personal_trip_log_06_11_2024_12_00am_PDT-06_12_2024_12_00am_PDT.csv
6/11/24,5:10:33 PM,6/11/24,5:20:40 PM,4,p,,"144 W Marine View Dr, Everett, WA 98201, USA","4711 64th St NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_11_2024_12_00am_PDT-06_12_2024_12_00am_PDT.csv
6/11/24,5:46:37 PM,6/11/24,5:55:28 PM,4,p,,"4711 64th St NE, Marysville, WA 98270, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2013 Toyota Prius (New),business_personal_trip_log_06_11_2024_12_00am_PDT-06_12_2024_12_00am_PDT.csv
6/11/24,10:31:05 PM,6/11/24,11:02:14 PM,25.09,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","20019 6 W, Lynnwood, WA 98036, USA",2013 Toyota Prius (New),business_personal_trip_log_06_11_2024_12_00am_PDT-06_12_2024_12_00am_PDT.csv
6/12/24,11:58:58 AM,6/12/24,12:32:24 PM,14.04,b,,"20019 6 W, Lynnwood, WA 98036, USA","1716 Puget Dr, Everett, WA 98203, USA",2013 Toyota Prius (New),business_personal_trip_log_06_12_2024_12_00am_PDT-06_13_2024_12_00am_PDT.csv
6/12/24,12:51:55 PM,6/12/24,1:12:55 PM,5,b,,"1716 Puget Dr, Everett, WA 98203, USA","10200 19th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_06_12_2024_12_00am_PDT-06_13_2024_12_00am_PDT.csv
6/12/24,1:15:07 PM,6/12/24,1:16:07 PM,0,b,,"10200 19th Ave SE, Everett, WA 98208, USA","10200 19th Ave SE, Everett, WA 98208, USA",2013 Toyota Prius (New),business_personal_trip_log_06_12_2024_12_00am_PDT-06_13_2024_12_00am_PDT.csv
